MeasurementId,timeId,Count,Type
6r_6FFF_stop___2r_2BBB_stop___bus1___From_4_to_1_bus1,MorningPeak,0.0,smartCardEntryAndExit
6r_6FFF_stop___2r_2BBB_stop___bus1___From_4_to_1_bus1,AfterMorningPeak,9.0,smartCardEntryAndExit
6r_6FFF_stop___2r_2BBB_stop___bus1___From_4_to_1_bus1,AfterAfternoonPeak,0.0,smartCardEntryAndExit
6r_6FFF_stop___2r_2BBB_stop___bus1___From_4_to_1_bus1,AfternoonPeak,355.0,smartCardEntryAndExit
6r_6FFF_stop___2r_2BBB_stop___bus1___From_4_to_1_bus1,BeforeMorningPeak,0.0,smartCardEntryAndExit
2r_2BBB_stop___1r_1AAA_stop___bus1___From_4_to_1_bus1,MorningPeak,0.0,smartCardEntryAndExit
2r_2BBB_stop___1r_1AAA_stop___bus1___From_4_to_1_bus1,AfterMorningPeak,0.0,smartCardEntryAndExit
2r_2BBB_stop___1r_1AAA_stop___bus1___From_4_to_1_bus1,AfterAfternoonPeak,0.0,smartCardEntryAndExit
2r_2BBB_stop___1r_1AAA_stop___bus1___From_4_to_1_bus1,AfternoonPeak,86.0,smartCardEntryAndExit
2r_2BBB_stop___1r_1AAA_stop___bus1___From_4_to_1_bus1,BeforeMorningPeak,0.0,smartCardEntryAndExit
7_7rGGG_stop___6_6rFFF_stop___bus2___From_2_to_3_bus2,MorningPeak,0.0,smartCardEntryAndExit
7_7rGGG_stop___6_6rFFF_stop___bus2___From_2_to_3_bus2,AfterMorningPeak,0.0,smartCardEntryAndExit
7_7rGGG_stop___6_6rFFF_stop___bus2___From_2_to_3_bus2,AfterAfternoonPeak,0.0,smartCardEntryAndExit
7_7rGGG_stop___6_6rFFF_stop___bus2___From_2_to_3_bus2,AfternoonPeak,82.0,smartCardEntryAndExit
7_7rGGG_stop___6_6rFFF_stop___bus2___From_2_to_3_bus2,BeforeMorningPeak,0.0,smartCardEntryAndExit
MTR2___From_3_to_2_MTR2___6r_6FFF_stop_train,MorningPeak,36.0,smartCardEntry
MTR2___From_3_to_2_MTR2___6r_6FFF_stop_train,AfterMorningPeak,35.0,smartCardEntry
MTR2___From_3_to_2_MTR2___6r_6FFF_stop_train,AfterAfternoonPeak,0.0,smartCardEntry
MTR2___From_3_to_2_MTR2___6r_6FFF_stop_train,AfternoonPeak,22.0,smartCardEntry
MTR2___From_3_to_2_MTR2___6r_6FFF_stop_train,BeforeMorningPeak,0.0,smartCardEntry
4r_4DDD_stop___1r_1AAA_stop___bus1___From_4_to_1_bus1,MorningPeak,0.0,smartCardEntryAndExit
4r_4DDD_stop___1r_1AAA_stop___bus1___From_4_to_1_bus1,AfterMorningPeak,1.0,smartCardEntryAndExit
4r_4DDD_stop___1r_1AAA_stop___bus1___From_4_to_1_bus1,AfterAfternoonPeak,0.0,smartCardEntryAndExit
4r_4DDD_stop___1r_1AAA_stop___bus1___From_4_to_1_bus1,AfternoonPeak,104.0,smartCardEntryAndExit
4r_4DDD_stop___1r_1AAA_stop___bus1___From_4_to_1_bus1,BeforeMorningPeak,0.0,smartCardEntryAndExit
1_1rAAA_stop___2_2rBBB_stop___bus___bus1___From_1_to_4_bus1,MorningPeak,0.0,smartCardEntryAndExit
1_1rAAA_stop___2_2rBBB_stop___bus___bus1___From_1_to_4_bus1,AfterMorningPeak,0.0,smartCardEntryAndExit
1_1rAAA_stop___2_2rBBB_stop___bus___bus1___From_1_to_4_bus1,BeforeMorningPeak,0.0,smartCardEntryAndExit
1_1rAAA_stop_train___7_7rGGG_stop_train___train,MorningPeak,18.0,smartCardEntryAndExit
1_1rAAA_stop_train___7_7rGGG_stop_train___train,AfterMorningPeak,72.0,smartCardEntryAndExit
1_1rAAA_stop_train___7_7rGGG_stop_train___train,BeforeMorningPeak,0.0,smartCardEntryAndExit
bus1___From_1_to_4_bus1___1_1rAAA_stop,MorningPeak,18.0,smartCardEntry
bus1___From_1_to_4_bus1___1_1rAAA_stop,AfterMorningPeak,22.0,smartCardEntry
bus1___From_1_to_4_bus1___1_1rAAA_stop,AfterAfternoonPeak,0.0,smartCardEntry
bus1___From_1_to_4_bus1___1_1rAAA_stop,AfternoonPeak,0.0,smartCardEntry
bus1___From_1_to_4_bus1___1_1rAAA_stop,BeforeMorningPeak,0.0,smartCardEntry
bus2___From_3_to_2_bus2___6r_6FFF_stop,MorningPeak,264.0,smartCardEntry
bus2___From_3_to_2_bus2___6r_6FFF_stop,AfterMorningPeak,32.0,smartCardEntry
bus2___From_3_to_2_bus2___6r_6FFF_stop,AfterAfternoonPeak,0.0,smartCardEntry
bus2___From_3_to_2_bus2___6r_6FFF_stop,AfternoonPeak,0.0,smartCardEntry
bus2___From_3_to_2_bus2___6r_6FFF_stop,BeforeMorningPeak,0.0,smartCardEntry
MTR1___From_4_to_1_MTR1___4r_4DDD_stop_train,MorningPeak,0.0,smartCardEntry
MTR1___From_4_to_1_MTR1___4r_4DDD_stop_train,AfterMorningPeak,4.0,smartCardEntry
MTR1___From_4_to_1_MTR1___4r_4DDD_stop_train,AfterAfternoonPeak,1.0,smartCardEntry
MTR1___From_4_to_1_MTR1___4r_4DDD_stop_train,AfternoonPeak,3247.0,smartCardEntry
MTR1___From_4_to_1_MTR1___4r_4DDD_stop_train,BeforeMorningPeak,0.0,smartCardEntry
1_1rAAA_stop___6_6rFFF_stop___bus___bus1___From_1_to_4_bus1,MorningPeak,0.0,smartCardEntryAndExit
1_1rAAA_stop___6_6rFFF_stop___bus___bus1___From_1_to_4_bus1,AfterMorningPeak,0.0,smartCardEntryAndExit
1_1rAAA_stop___6_6rFFF_stop___bus___bus1___From_1_to_4_bus1,BeforeMorningPeak,0.0,smartCardEntryAndExit
7r_7GGG_stop_train___1r_1AAA_stop_train___train,AfterMorningPeak,3.0,smartCardEntryAndExit
7r_7GGG_stop_train___1r_1AAA_stop_train___train,AfternoonPeak,291.0,smartCardEntryAndExit
4_6r,MorningPeak,84.0,linkVolume
4_6r,AfterMorningPeak,168.0,linkVolume
4_6r,AfterAfternoonPeak,112.0,linkVolume
4_6r,AfternoonPeak,112.0,linkVolume
4_6r,BeforeMorningPeak,196.0,linkVolume
7_7rGGG_stop_train___6_6rFFF_stop_train___train,AfterMorningPeak,12.0,smartCardEntryAndExit
7_7rGGG_stop_train___6_6rFFF_stop_train___train,AfternoonPeak,460.0,smartCardEntryAndExit
7_5r,MorningPeak,58.0,linkVolume
7_5r,AfterMorningPeak,1002.0,linkVolume
7_5r,AfterAfternoonPeak,78.0,linkVolume
7_5r,AfternoonPeak,4060.0,linkVolume
7_5r,BeforeMorningPeak,137.0,linkVolume
